ID,Prob1
613, 0.42
614, 0.51
615, 0.23
616, 0.35
617, 0.16
618, 0.63
619, 0.08
620, 0.23
621, 0.23
622, 0.77
623, 0.71
624, 0.29
625, 0.30
626, 0.37
627, 0.25
628, 0.28
629, 0.38
630, 0.40
631, 0.54
632, 0.24
633, 0.22
634, 0.45
635, 0.17
636, 0.23
637, 0.34
638, 0.21
639, 0.38
640, 0.25
641, 0.19
642, 0.19
643, 0.26
644, 0.54
645, 0.61
646, 0.23
647, 0.22
648, 0.38
649, 0.13
650, 0.22
651, 0.63
652, 0.42
653, 0.55
654, 0.39
655, 0.74
656, 0.35
657, 0.45
658, 0.10
659, 0.58
660, 0.20
661, 0.22
662, 0.50
663, 0.31
664, 0.25
665, 0.53
666, 0.40
667, 0.29
668, 0.27
669, 0.30
670, 0.16
671, 0.28
672, 0.75
673, 0.66
674, 0.92
675, 0.27
676, 0.08
677, 0.34
678, 0.45
679, 0.42
680, 0.47
681, 0.38
682, 0.46
683, 0.21
684, 0.32
685, 0.81
686, 0.30
687, 0.39
688, 0.40
689, 0.43
690, 0.22
691, 0.28
692, 0.20
693, 0.46
694, 0.42
695, 0.63
696, 0.20
697, 0.17
698, 0.78
699, 0.25
700, 0.24
701, 0.48
702, 0.34
703, 0.25
704, 0.42
705, 0.30
706, 0.23
707, 0.45
708, 0.47
709, 0.53
710, 0.65
711, 0.72
712, 0.43
713, 0.15
714, 0.32
715, 0.26
716, 0.45
717, 0.33
718, 0.31
719, 0.36
720, 0.54
721, 0.76
722, 0.25
723, 0.32
724, 0.27
725, 0.40
726, 0.55
727, 0.16
728, 0.51
729, 0.52
730, 0.25
731, 0.31
732, 0.37
733, 0.38
734, 0.27
735, 0.60
736, 0.48
737, 0.69
738, 0.33
739, 0.32
740, 0.13
741, 0.27
742, 0.74
743, 0.42
744, 0.32
745, 0.29
746, 0.15
747, 0.49
748, 0.22
749, 0.63
750, 0.64
751, 0.36
752, 0.47
753, 0.72
754, 0.12
755, 0.54
756, 0.59
757, 0.41
758, 0.40
759, 0.44
760, 0.34
761, 0.25
762, 0.23
763, 0.20
764, 0.26
765, 0.51
766, 0.22
767, 0.15
768, 0.27
769, 0.37
770, 0.37
771, 0.61
772, 0.21
773, 0.16
774, 0.72
775, 0.89
776, 0.34
777, 0.41
778, 0.17
779, 0.62
780, 0.55
781, 0.59
782, 0.52
783, 0.56
784, 0.65
785, 0.21
786, 0.39
787, 0.27
788, 0.20
789, 0.51
790, 0.48
791, 0.65
792, 0.60
793, 0.25
794, 0.44
795, 0.16
796, 0.31
797, 0.31
798, 0.44
799, 0.24
800, 0.17
801, 0.14
802, 0.22
803, 0.35
804, 0.72
805, 0.24
806, 0.56
807, 0.34
808, 0.12
809, 0.46
810, 0.21
811, 0.49
812, 0.29
813, 0.38
814, 0.42
815, 0.39
816, 0.46
817, 0.36
818, 0.23
819, 0.41
820, 0.24
821, 0.62
822, 0.18
823, 0.38
824, 0.16
825, 0.49
826, 0.35
827, 0.37
828, 0.86
829, 0.35
830, 0.53
831, 0.21
832, 0.45
833, 0.22
834, 0.40
835, 0.36
836, 0.13
837, 0.68
838, 0.22
839, 0.14
840, 0.35
841, 0.22
842, 0.53
843, 0.24
844, 0.40
845, 0.25
846, 0.41
847, 0.42
848, 0.65
849, 0.24
850, 0.21
851, 0.26
852, 0.31
853, 0.43
854, 0.32
855, 0.39
856, 0.16
857, 0.32
858, 0.44
859, 0.28
860, 0.24
861, 0.24
862, 0.24
863, 0.19
864, 0.19
865, 0.20
866, 0.26
867, 0.75
868, 0.34
869, 0.48
870, 0.48
871, 0.18
872, 0.15
873, 0.18
874, 0.38
875, 0.54
876, 0.30
877, 0.34
878, 0.38
879, 0.46
880, 0.24
881, 0.62
882, 0.35
883, 0.28
884, 0.34
885, 0.54
886, 0.39
887, 0.41
888, 0.32
889, 0.24
890, 0.28
891, 0.30
892, 0.35
893, 0.17
894, 0.22
895, 0.42
896, 0.24
897, 0.28
898, 0.26
899, 0.24
900, 0.22
901, 0.28
902, 0.22
903, 0.20
904, 0.16
905, 0.23
906, 0.47
907, 0.44
908, 0.31
909, 0.23
910, 0.61
911, 0.23
912, 0.58
913, 0.37
914, 0.23
915, 0.20
916, 0.25
917, 0.26
918, 0.46
919, 0.35
920, 0.19
921, 0.21
922, 0.59
923, 0.49
924, 0.45
925, 0.43
926, 0.90
927, 0.51
928, 0.26
929, 0.53
930, 0.59
931, 0.34
932, 0.38
933, 0.28
934, 0.36
935, 0.27
936, 0.30
937, 0.54
938, 0.41
939, 0.38
940, 0.35
941, 0.28
942, 0.41
943, 0.52
944, 0.38
945, 0.25
946, 0.17
947, 0.37
948, 0.46
949, 0.32
950, 0.52
951, 0.58
952, 0.48
953, 0.20
954, 0.46
955, 0.41
956, 0.23
957, 0.46
958, 0.28
959, 0.39
960, 0.17
961, 0.36
962, 0.17
963, 0.11
964, 0.45
965, 0.29
966, 0.34
967, 0.52
968, 0.61
969, 0.36
970, 0.16
971, 0.32
972, 0.30
973, 0.44
974, 0.27
975, 0.51
976, 0.40
977, 0.45
978, 0.41
979, 0.35
980, 0.77
981, 0.24
982, 0.66
983, 0.17
984, 0.25
985, 0.18
986, 0.57
987, 0.24
988, 0.39
989, 0.31
990, 0.63
991, 0.24
992, 0.38
993, 0.68
994, 0.39
995, 0.35
996, 0.43
997, 0.68
998, 0.48
999, 0.37
1000, 0.37
1001, 0.25
1002, 0.46
1003, 0.42
1004, 0.23
1005, 0.42
1006, 0.37
1007, 0.23
1008, 0.29
1009, 0.35
1010, 0.26
1011, 0.17
1012, 0.35
1013, 0.30
1014, 0.33
1015, 0.35
1016, 0.46
1017, 0.27
1018, 0.33
1019, 0.20
1020, 0.36
1021, 0.37
1022, 0.56
1023, 0.40
1024, 0.29
1025, 0.21
1026, 0.29
1027, 0.26
1028, 0.41
1029, 0.16
1030, 0.35
1031, 0.66
1032, 0.40
1033, 0.49
1034, 0.45
1035, 0.37
1036, 0.33
1037, 0.41
1038, 0.31
1039, 0.31
1040, 0.67
1041, 0.39
1042, 0.45
1043, 0.32
1044, 0.30
1045, 0.44
1046, 0.20
1047, 0.31
1048, 0.30
1049, 0.29
1050, 0.53
1051, 0.32
1052, 0.27
1053, 0.39
1054, 0.42
1055, 0.77
1056, 0.13
1057, 0.34
1058, 0.38
1059, 0.45
1060, 0.63
1061, 0.26
1062, 0.26
1063, 0.31
1064, 0.43
1065, 0.12
1066, 0.33
1067, 0.20
1068, 0.24
1069, 0.44
1070, 0.65
1071, 0.35
1072, 0.48
1073, 0.49
1074, 0.25
1075, 0.38
1076, 0.49
1077, 0.65
1078, 0.28
1079, 0.26
1080, 0.23
1081, 0.56
1082, 0.56
1083, 0.62
1084, 0.17
1085, 0.39
1086, 0.59
1087, 0.49
1088, 0.15
1089, 0.67
1090, 0.59
1091, 0.29
1092, 0.52
1093, 0.46
1094, 0.50
1095, 0.29
1096, 0.71
1097, 0.19
1098, 0.15
1099, 0.29
1100, 0.25
1101, 0.25
1102, 0.27
1103, 0.28
1104, 0.55
1105, 0.54
1106, 0.45
1107, 0.26
1108, 0.35
1109, 0.41
1110, 0.37
1111, 0.24
1112, 0.29
1113, 0.28
1114, 0.47
1115, 0.22
1116, 0.50
1117, 0.14
1118, 0.33
1119, 0.22
1120, 0.42
1121, 0.24
1122, 0.28
1123, 0.26
1124, 0.53
1125, 0.73
1126, 0.14
1127, 0.22
1128, 0.55
1129, 0.73
1130, 0.52
1131, 0.48
1132, 0.13
1133, 0.33
1134, 0.65
1135, 0.44
1136, 0.27
1137, 0.75
1138, 0.42
1139, 0.24
1140, 0.59
1141, 0.33
1142, 0.55
1143, 0.38
1144, 0.10
1145, 0.35
1146, 0.47
1147, 0.49
1148, 0.35
1149, 0.21
1150, 0.44
1151, 0.26
1152, 0.35
1153, 0.21
1154, 0.67
1155, 0.26
1156, 0.58
1157, 0.44
1158, 0.21
1159, 0.39
1160, 0.45
1161, 0.41
1162, 0.24
1163, 0.43
1164, 0.36
1165, 0.36
1166, 0.38
1167, 0.23
1168, 0.40
1169, 0.22
1170, 0.26
1171, 0.35
1172, 0.65
1173, 0.52
1174, 0.24
1175, 0.62
1176, 0.65
1177, 0.26
1178, 0.28
1179, 0.27
1180, 0.57
1181, 0.21
1182, 0.27
1183, 0.89
1184, 0.45
1185, 0.41
1186, 0.21
1187, 0.26
1188, 0.59
1189, 0.28
1190, 0.34
1191, 0.29
1192, 0.47
1193, 0.20
1194, 0.27
1195, 0.40
1196, 0.26
1197, 0.43
1198, 0.39
1199, 0.32
1200, 0.34
1201, 0.68
1202, 0.26
1203, 0.24
1204, 0.57
1205, 0.14
1206, 0.26
1207, 0.27
1208, 0.19
1209, 0.33
1210, 0.22
1211, 0.32
1212, 0.27
1213, 0.16
1214, 0.35
1215, 0.49
1216, 0.27
1217, 0.15
1218, 0.36
1219, 0.37
1220, 0.32
1221, 0.32
1222, 0.26
1223, 0.31
1224, 0.33
1225, 0.37
1226, 0.29
1227, 0.66
1228, 0.57
1229, 0.52
1230, 0.35
1231, 0.68
1232, 0.16
1233, 0.20
1234, 0.30
1235, 0.30
1236, 0.45
1237, 0.56
1238, 0.39
1239, 0.53
1240, 0.20
1241, 0.44
1242, 0.87
1243, 0.49
1244, 0.22
1245, 0.26
1246, 0.16
1247, 0.41
1248, 0.43
1249, 0.62
1250, 0.49
1251, 0.50
1252, 0.23
1253, 0.21
1254, 0.55
1255, 0.61
1256, 0.20
1257, 0.36
1258, 0.37
1259, 0.37
1260, 0.48
1261, 0.56
1262, 0.53
1263, 0.41
1264, 0.22
1265, 0.29
1266, 0.40
1267, 0.54
1268, 0.86
1269, 0.25
1270, 0.42
1271, 0.55
1272, 0.67
1273, 0.28
1274, 0.48
1275, 0.41
1276, 0.33
1277, 0.43
1278, 0.57
1279, 0.53
1280, 0.63
1281, 0.19
1282, 0.63
1283, 0.26
1284, 0.26
1285, 0.41
1286, 0.27
1287, 0.63
1288, 0.52
1289, 0.25
1290, 0.68
1291, 0.43
1292, 0.38
1293, 0.95
1294, 0.31
1295, 0.23
1296, 0.26
1297, 0.56
1298, 0.24
1299, 0.18
1300, 0.24
1301, 0.55
1302, 0.26
1303, 0.45
1304, 0.35
1305, 0.39
1306, 0.36
1307, 0.16
1308, 0.31
1309, 0.29
1310, 0.30
1311, 0.44
1312, 0.60
1313, 0.58
1314, 0.46
1315, 0.41
1316, 0.32
1317, 0.52
1318, 0.39
1319, 0.40
1320, 0.22
1321, 0.49
1322, 0.22
1323, 0.28
1324, 0.40
1325, 0.56
1326, 0.16
1327, 0.29
1328, 0.72
1329, 0.48
1330, 0.40
1331, 0.33
1332, 0.57
1333, 0.37
1334, 0.53
1335, 0.38
1336, 0.73
1337, 0.33
1338, 0.15
1339, 0.22
1340, 0.67
1341, 0.50
1342, 0.60
1343, 0.34
1344, 0.28
1345, 0.41
1346, 0.39
1347, 0.51
1348, 0.40
1349, 0.20
1350, 0.68
1351, 0.36
1352, 0.27
1353, 0.61
1354, 0.36
1355, 0.30
1356, 0.55
1357, 0.50
1358, 0.40
1359, 0.25
1360, 0.51
1361, 0.39
1362, 0.45
1363, 0.52
1364, 0.46
1365, 0.21
1366, 0.27
1367, 0.33
1368, 0.48
1369, 0.60
1370, 0.50
1371, 0.31
1372, 0.57
1373, 0.38
1374, 0.33
1375, 0.32
1376, 0.30
1377, 0.28
1378, 0.34
1379, 0.34
1380, 0.24
1381, 0.42
1382, 0.49
1383, 0.42
1384, 0.20
1385, 0.32
1386, 0.42
1387, 0.75
1388, 0.30
1389, 0.27
1390, 0.40
1391, 0.48
1392, 0.21
1393, 0.40
1394, 0.30
1395, 0.23
1396, 0.39
1397, 0.36
1398, 0.21
1399, 0.68
1400, 0.13
1401, 0.33
1402, 0.39
1403, 0.35
1404, 0.52
1405, 0.27
1406, 0.40
1407, 0.64
1408, 0.43
1409, 0.54
1410, 0.57
1411, 0.30
1412, 0.38
1413, 0.22
1414, 0.26
1415, 0.38
1416, 0.56
1417, 0.35
1418, 0.29
1419, 0.81
1420, 0.38
1421, 0.70
1422, 0.34
1423, 0.34
1424, 0.30
1425, 0.27
1426, 0.20
1427, 0.20
1428, 0.34
1429, 0.28
1430, 0.42
1431, 0.23
1432, 0.50
1433, 0.33
1434, 0.46
1435, 0.54
1436, 0.25
1437, 0.38
1438, 0.36
1439, 0.34
1440, 0.54
1441, 0.32
1442, 0.25
1443, 0.40
1444, 0.40
1445, 0.48
1446, 0.50
1447, 0.30
1448, 0.30
1449, 0.25
1450, 0.24
1451, 0.29
1452, 0.50
1453, 0.33
1454, 0.20
1455, 0.24
1456, 0.14
1457, 0.40
1458, 0.37
1459, 0.27
1460, 0.47
1461, 0.41
1462, 0.23
1463, 0.25
1464, 0.26
1465, 0.25
1466, 0.16
1467, 0.36
1468, 0.38
1469, 0.39
1470, 0.30
1471, 0.41
1472, 0.24
1473, 0.23
1474, 0.27
1475, 0.32
1476, 0.29
1477, 0.60
1478, 0.21
1479, 0.18
1480, 0.24
1481, 0.39
1482, 0.36
1483, 0.53
1484, 0.36
1485, 0.42
1486, 0.71
1487, 0.39
1488, 0.35
1489, 0.25
1490, 0.38
1491, 0.31
1492, 0.47
1493, 0.56
1494, 0.58
1495, 0.31
1496, 0.24
1497, 0.19
1498, 0.35
1499, 0.23
1500, 0.35
1501, 0.29
1502, 0.42
1503, 0.41
1504, 0.60
1505, 0.46
1506, 0.25
1507, 0.52
1508, 0.84
1509, 0.48
1510, 0.45
1511, 0.72
1512, 0.10
1513, 0.57
1514, 0.46
1515, 0.29
1516, 0.39
1517, 0.49
1518, 0.57
1519, 0.38
1520, 0.30
1521, 0.43
1522, 0.17
1523, 0.40
1524, 0.26
1525, 0.19
1526, 0.36
1527, 0.38
1528, 0.12
1529, 0.25
1530, 0.25
1531, 0.45
1532, 0.29
1533, 0.33
1534, 0.44
1535, 0.22
1536, 0.70
1537, 0.59
1538, 0.28
1539, 0.33
1540, 0.27
1541, 0.28
1542, 0.40
1543, 0.27
1544, 0.47
1545, 0.10
1546, 0.13
1547, 0.27
1548, 0.36
1549, 0.54
1550, 0.25
1551, 0.41
1552, 0.36
1553, 0.44
1554, 0.33
1555, 0.34
1556, 0.60
1557, 0.35
1558, 0.48
1559, 0.30
1560, 0.23
1561, 0.16
1562, 0.22
1563, 0.40
1564, 0.13
1565, 0.27
1566, 0.18
1567, 0.56
1568, 0.52
1569, 0.10
1570, 0.41
1571, 0.25
1572, 0.32
1573, 0.42
1574, 0.66
1575, 0.34
1576, 0.74
1577, 0.29
1578, 0.29
1579, 0.52
1580, 0.22
1581, 0.30
1582, 0.40
1583, 0.24
1584, 0.26
1585, 0.47
1586, 0.40
1587, 0.38
1588, 0.27
1589, 0.22
1590, 0.34
1591, 0.34
1592, 0.19
1593, 0.45
1594, 0.22
1595, 0.28
1596, 0.53
1597, 0.22
1598, 0.16
1599, 0.18
1600, 0.54
1601, 0.36
1602, 0.54
1603, 0.15
1604, 0.76
1605, 0.37
1606, 0.48
1607, 0.61
1608, 0.46
1609, 0.14
1610, 0.50
1611, 0.54
1612, 0.27
1613, 0.47
1614, 0.24
1615, 0.37
1616, 0.43
1617, 0.52
1618, 0.24
1619, 0.28
1620, 0.28
1621, 0.33
1622, 0.64
1623, 0.26
1624, 0.27
1625, 0.35
1626, 0.41
1627, 0.65
1628, 0.15
1629, 0.54
1630, 0.43
1631, 0.25
1632, 0.80
1633, 0.43
1634, 0.37
1635, 0.52
1636, 0.57
1637, 0.33
1638, 0.41
1639, 0.40
1640, 0.38
1641, 0.24
1642, 0.25
1643, 0.83
1644, 0.34
1645, 0.43
1646, 0.49
1647, 0.36
1648, 0.35
1649, 0.46
1650, 0.22
1651, 0.40
1652, 0.54
1653, 0.60
1654, 0.29
1655, 0.28
1656, 0.31
1657, 0.39
1658, 0.27
1659, 0.54
1660, 0.38
1661, 0.69
1662, 0.39
1663, 0.43
1664, 0.46
1665, 0.36
1666, 0.58
1667, 0.59
1668, 0.54
1669, 0.45
1670, 0.42
1671, 0.33
1672, 0.62
1673, 0.17
1674, 0.22
1675, 0.23
1676, 0.31
1677, 0.65
1678, 0.65
1679, 0.24
1680, 0.56
1681, 0.50
1682, 0.49
1683, 0.34
1684, 0.32
1685, 0.56
1686, 0.60
1687, 0.53
1688, 0.80
1689, 0.25
1690, 0.64
1691, 0.32
1692, 0.31
1693, 0.57
1694, 0.18
1695, 0.21
1696, 0.65
1697, 0.37
1698, 0.41
1699, 0.23
1700, 0.39
1701, 0.27
1702, 0.39
1703, 0.62
1704, 0.24
1705, 0.35
1706, 0.58
1707, 0.24
1708, 0.38
1709, 0.39
1710, 0.31
1711, 0.39
1712, 0.60
1713, 0.35
1714, 0.21
1715, 0.26
1716, 0.36
1717, 0.47
1718, 0.38
1719, 0.20
1720, 0.43
1721, 0.20
1722, 0.45
1723, 0.27
1724, 0.57
1725, 0.17
1726, 0.45
1727, 0.70
1728, 0.60
1729, 0.46
1730, 0.43
1731, 0.43
1732, 0.24
1733, 0.63
1734, 0.49
1735, 0.42
1736, 0.17
1737, 0.40
1738, 0.36
1739, 0.68
1740, 0.57
1741, 0.23
1742, 0.39
1743, 0.35
1744, 0.29
1745, 0.41
1746, 0.38
1747, 0.20
1748, 0.36
1749, 0.57
1750, 0.62
1751, 0.33
1752, 0.25
1753, 0.36
1754, 0.36
1755, 0.45
1756, 0.24
1757, 0.52
1758, 0.50
1759, 0.43
1760, 0.24
1761, 0.37
1762, 0.36
1763, 0.50
1764, 0.28
1765, 0.59
1766, 0.42
1767, 0.65
1768, 0.44
1769, 0.61
1770, 0.52
1771, 0.68
1772, 0.34
1773, 0.67
1774, 0.15
1775, 0.40
1776, 0.31
1777, 0.42
1778, 0.42
1779, 0.30
1780, 0.25
1781, 0.46
1782, 0.39
1783, 0.28
1784, 0.27
1785, 0.63
1786, 0.24
1787, 0.43
1788, 0.21
1789, 0.17
1790, 0.21
1791, 0.25
1792, 0.28
1793, 0.30
1794, 0.53
1795, 0.39
1796, 0.58
1797, 0.39
1798, 0.27
1799, 0.17
1800, 0.83
1801, 0.56
1802, 0.34
1803, 0.44
1804, 0.45
1805, 0.36
1806, 0.32
1807, 0.58
1808, 0.26
1809, 0.36
1810, 0.25
1811, 0.34
1812, 0.50
1813, 0.35
1814, 0.28
1815, 0.23
1816, 0.12
1817, 0.76
1818, 0.22
1819, 0.36
1820, 0.45
1821, 0.40
1822, 0.20
1823, 0.61
1824, 0.11
1825, 0.19
1826, 0.54
1827, 0.37
1828, 0.30
1829, 0.35
1830, 0.47
1831, 0.22
1832, 0.25
1833, 0.28
1834, 0.25
1835, 0.34
1836, 0.42
1837, 0.19
1838, 0.31
1839, 0.29
1840, 0.33
1841, 0.35
1842, 0.22
1843, 0.18
1844, 0.66
1845, 0.25
1846, 0.62
1847, 0.28
1848, 0.26
1849, 0.19
1850, 0.43
1851, 0.46
1852, 0.29
1853, 0.50
1854, 0.23
1855, 0.20
1856, 0.39
1857, 0.27
1858, 0.37
1859, 0.33
1860, 0.20
1861, 0.57
1862, 0.45
1863, 0.12
1864, 0.25
1865, 0.37
1866, 0.26
1867, 0.42
1868, 0.40
1869, 0.44
1870, 0.25
1871, 0.28
1872, 0.49
