ID,Prob1
376, 0.24
377, 0.24
378, 0.24
379, 0.23
380, 0.88
381, 0.42
382, 0.23
383, 0.39
384, 0.57
385, 0.60
386, 0.24
387, 0.55
388, 0.26
389, 0.23
390, 0.66
391, 0.66
392, 0.23
393, 0.33
394, 0.51
395, 0.80
396, 0.30
397, 0.36
398, 0.23
399, 0.41
400, 0.23
401, 0.66
402, 0.50
403, 0.23
404, 0.20
405, 0.23
406, 0.60
407, 0.17
408, 0.55
409, 0.36
410, 0.23
411, 0.73
412, 0.33
413, 0.36
414, 0.66
415, 0.23
416, 0.08
417, 0.17
418, 0.01
419, 0.20
420, 0.24
421, 0.35
422, 0.23
423, 0.60
424, 0.42
425, 0.36
426, 0.23
427, 0.24
428, 0.44
429, 0.44
430, 0.50
431, 0.17
432, 0.36
433, 0.17
434, 0.23
435, 0.36
436, 0.36
437, 0.44
438, 0.36
439, 0.17
440, 0.44
441, 0.24
442, 0.51
443, 0.36
444, 0.80
445, 0.46
446, 0.44
447, 0.36
448, 0.23
449, 0.33
450, 0.35
451, 0.33
452, 0.55
453, 0.29
454, 0.23
455, 0.45
456, 0.24
457, 0.79
458, 0.04
459, 0.66
460, 0.21
461, 0.33
462, 0.44
463, 0.44
464, 0.26
465, 0.38
466, 0.23
467, 0.80
468, 0.23
469, 0.24
470, 0.08
471, 0.24
472, 0.23
473, 0.03
474, 0.33
475, 0.80
476, 0.15
477, 0.33
478, 0.66
479, 0.80
480, 0.37
481, 0.38
482, 0.38
483, 0.24
484, 0.52
485, 0.57
486, 0.37
487, 0.33
488, 0.19
489, 0.04
490, 0.23
491, 0.42
492, 0.44
493, 0.35
494, 0.24
495, 0.39
496, 0.33
497, 0.94
498, 0.15
499, 0.35
500, 0.80
501, 0.33
502, 0.17
503, 0.33
504, 0.17
505, 0.33
506, 0.41
507, 0.19
508, 0.33
509, 0.21
510, 0.37
511, 0.38
512, 0.38
513, 0.17
514, 0.50
515, 0.44
516, 0.50
517, 0.23
518, 0.39
519, 0.36
520, 0.33
521, 0.80
522, 0.63
523, 0.66
524, 0.17
525, 0.37
526, 0.23
527, 0.29
528, 0.44
529, 0.44
530, 0.63
531, 0.29
532, 0.17
533, 0.80
534, 0.33
535, 0.24
536, 0.63
537, 0.24
538, 0.55
539, 0.20
540, 0.51
541, 0.23
542, 0.23
543, 0.80
544, 0.52
545, 0.23
546, 0.33
547, 0.24
548, 0.24
549, 0.41
550, 0.33
551, 0.73
552, 0.42
553, 0.97
554, 0.37
555, 0.24
556, 0.63
557, 0.42
558, 0.37
559, 0.33
560, 0.80
561, 0.90
562, 0.45
563, 0.50
564, 0.23
565, 0.37
566, 0.26
567, 0.44
568, 0.33
569, 0.66
570, 0.63
571, 0.36
572, 0.35
573, 0.42
574, 0.35
575, 0.37
576, 0.33
577, 0.23
578, 0.24
579, 0.17
580, 0.41
581, 0.44
582, 0.37
583, 0.35
584, 0.36
585, 0.90
586, 0.23
587, 0.68
588, 0.80
589, 0.17
590, 0.63
591, 0.26
592, 0.24
593, 0.21
594, 0.39
595, 0.33
596, 0.50
597, 0.45
598, 0.23
599, 0.03
600, 0.26
601, 0.66
602, 0.80
603, 0.23
604, 0.41
605, 0.63
606, 0.33
607, 0.17
608, 0.23
609, 0.35
610, 0.36
611, 0.44
612, 0.12
613, 0.36
614, 0.44
615, 0.44
616, 0.21
617, 0.17
618, 0.38
619, 0.12
620, 0.35
621, 0.23
622, 0.80
623, 0.80
624, 0.24
625, 0.26
626, 0.24
627, 0.23
628, 0.12
629, 0.51
630, 0.39
631, 0.23
632, 0.35
633, 0.17
634, 0.36
635, 0.23
636, 0.17
637, 0.44
638, 0.23
639, 0.24
640, 0.08
641, 0.12
642, 0.17
643, 0.17
644, 0.50
645, 0.68
646, 0.24
647, 0.24
648, 0.29
649, 0.12
650, 0.17
651, 0.66
652, 0.44
653, 0.35
654, 0.24
655, 0.80
656, 0.37
657, 0.55
658, 0.12
659, 0.66
660, 0.29
661, 0.24
662, 0.79
663, 0.41
664, 0.23
665, 0.42
666, 0.45
667, 0.46
668, 0.03
669, 0.23
670, 0.35
671, 0.37
672, 0.66
673, 0.60
674, 0.80
675, 0.26
676, 0.12
677, 0.50
678, 0.44
679, 0.51
680, 0.88
681, 0.42
682, 0.45
683, 0.24
684, 0.36
685, 0.80
686, 0.03
687, 0.33
688, 0.24
689, 0.45
690, 0.03
691, 0.15
692, 0.23
693, 0.33
694, 0.92
695, 0.50
696, 0.12
697, 0.04
698, 0.66
699, 0.24
700, 0.24
701, 0.42
702, 0.44
703, 0.35
704, 0.05
705, 0.23
706, 0.23
707, 0.66
708, 0.33
709, 0.38
710, 0.80
711, 0.80
712, 0.44
713, 0.17
714, 0.16
715, 0.23
716, 0.44
717, 0.24
718, 0.24
719, 0.21
720, 0.38
721, 0.80
722, 0.33
723, 0.33
724, 0.41
725, 0.50
726, 0.33
727, 0.08
728, 0.01
729, 0.33
730, 0.24
731, 0.35
732, 0.36
733, 0.35
734, 0.17
735, 0.66
736, 0.35
737, 0.66
738, 0.35
739, 0.37
740, 0.17
741, 0.23
742, 0.86
743, 0.38
744, 0.24
745, 0.24
746, 0.23
747, 0.51
748, 0.24
749, 0.80
750, 0.50
751, 0.24
752, 0.44
753, 0.80
754, 0.17
755, 0.66
756, 0.50
757, 0.66
758, 0.15
759, 0.16
760, 0.41
761, 0.24
762, 0.24
763, 0.33
764, 0.26
765, 0.33
766, 0.12
767, 0.08
768, 0.55
769, 0.90
770, 0.33
771, 0.66
772, 0.33
773, 0.17
774, 0.66
775, 0.80
776, 0.33
777, 0.23
778, 0.26
779, 0.63
780, 0.66
781, 0.66
782, 0.66
783, 0.45
784, 0.80
785, 0.35
786, 0.26
787, 0.37
788, 0.23
789, 0.68
790, 0.63
791, 0.66
792, 0.45
793, 0.24
794, 0.01
795, 0.17
796, 0.23
797, 0.21
798, 0.50
799, 0.20
800, 0.24
801, 0.24
802, 0.23
803, 0.30
804, 0.80
805, 0.24
806, 0.50
807, 0.23
808, 0.17
809, 0.36
810, 0.35
811, 0.21
812, 0.37
813, 0.24
814, 0.38
815, 0.24
816, 0.37
817, 0.36
818, 0.24
819, 0.36
820, 0.23
821, 0.94
822, 0.17
823, 0.35
824, 0.23
825, 0.45
826, 0.55
827, 0.35
828, 0.80
829, 0.23
830, 0.66
831, 0.24
832, 0.42
833, 0.23
834, 0.23
835, 0.17
836, 0.17
837, 0.68
838, 0.17
839, 0.23
840, 0.35
841, 0.36
842, 0.57
843, 0.39
844, 0.33
845, 0.23
846, 0.33
847, 0.33
848, 0.80
849, 0.23
850, 0.41
851, 0.26
852, 0.37
853, 0.55
854, 0.59
855, 0.33
856, 0.17
857, 0.33
858, 0.37
859, 0.23
860, 0.26
861, 0.24
862, 0.44
863, 0.17
864, 0.23
865, 0.37
866, 0.38
867, 0.80
868, 0.33
869, 0.33
870, 0.41
871, 0.23
872, 0.23
873, 0.23
874, 0.37
875, 0.63
876, 0.23
877, 0.35
878, 0.50
879, 0.42
880, 0.23
881, 0.80
882, 0.39
883, 0.24
884, 0.20
885, 0.55
886, 0.33
887, 0.37
888, 0.37
889, 0.03
890, 0.39
891, 0.55
892, 0.21
893, 0.17
894, 0.23
895, 0.37
896, 0.25
897, 0.41
898, 0.23
899, 0.23
900, 0.17
901, 0.42
902, 0.24
903, 0.23
904, 0.24
905, 0.24
906, 0.24
907, 0.45
908, 0.19
909, 0.23
910, 0.63
911, 0.17
912, 0.46
913, 0.44
914, 0.24
915, 0.23
916, 0.42
917, 0.23
918, 0.42
919, 0.21
920, 0.24
921, 0.23
922, 0.66
923, 0.19
924, 0.51
925, 0.37
926, 0.66
927, 0.59
928, 0.33
929, 0.50
930, 0.66
931, 0.33
932, 0.02
933, 0.37
934, 0.36
935, 0.23
936, 0.17
937, 0.37
938, 0.26
939, 0.29
940, 0.50
941, 0.23
942, 0.66
943, 0.66
944, 0.45
945, 0.23
946, 0.39
947, 0.90
948, 0.51
949, 0.08
950, 0.38
951, 0.44
952, 0.33
953, 0.24
954, 0.36
955, 0.90
956, 0.35
957, 0.52
958, 0.33
959, 0.44
960, 0.26
961, 0.42
962, 0.24
963, 0.01
964, 0.34
965, 0.24
966, 0.34
967, 0.35
968, 0.80
969, 0.35
970, 0.17
971, 0.33
972, 0.37
973, 0.36
974, 0.29
975, 0.24
976, 0.33
977, 0.22
978, 0.24
979, 0.34
980, 0.63
981, 0.23
982, 0.41
983, 0.17
984, 0.23
985, 0.24
986, 0.68
987, 0.01
988, 0.37
989, 0.36
990, 0.66
991, 0.17
992, 0.26
993, 0.80
994, 0.24
995, 0.19
996, 0.45
997, 0.80
998, 0.38
999, 0.22
1000, 0.55
1001, 0.33
1002, 0.26
1003, 0.46
1004, 0.23
1005, 0.50
1006, 0.35
1007, 0.37
1008, 0.20
1009, 0.63
1010, 0.23
1011, 0.23
1012, 0.21
1013, 0.33
1014, 0.33
1015, 0.55
1016, 0.57
1017, 0.23
1018, 0.12
1019, 0.23
1020, 0.36
1021, 0.23
1022, 0.90
1023, 0.41
1024, 0.24
1025, 0.21
1026, 0.24
1027, 0.03
1028, 0.36
1029, 0.24
1030, 0.33
1031, 0.57
1032, 0.51
1033, 0.19
1034, 0.36
1035, 0.24
1036, 0.33
1037, 0.36
1038, 0.19
1039, 0.36
1040, 0.80
1041, 0.29
1042, 0.33
1043, 0.26
1044, 0.36
1045, 0.23
1046, 0.23
1047, 0.24
1048, 0.45
1049, 0.23
1050, 0.51
1051, 0.30
1052, 0.33
1053, 0.66
1054, 0.24
1055, 0.80
1056, 0.17
1057, 0.44
1058, 0.36
1059, 0.42
1060, 0.57
1061, 0.29
1062, 0.17
1063, 0.45
1064, 0.35
1065, 0.08
1066, 0.52
1067, 0.24
1068, 0.36
1069, 0.33
1070, 0.80
1071, 0.06
1072, 0.38
1073, 0.50
1074, 0.23
1075, 0.39
1076, 0.33
1077, 0.50
1078, 0.44
1079, 0.08
1080, 0.24
1081, 0.55
1082, 0.57
1083, 0.57
1084, 0.23
1085, 0.10
1086, 0.42
1087, 0.66
1088, 0.24
1089, 0.44
1090, 0.79
1091, 0.52
1092, 0.66
1093, 0.55
1094, 0.44
1095, 0.37
1096, 0.80
1097, 0.17
1098, 0.17
1099, 0.04
1100, 0.39
1101, 0.37
1102, 0.26
1103, 0.21
1104, 0.68
1105, 0.80
1106, 0.55
1107, 0.24
1108, 0.01
1109, 0.66
1110, 0.45
1111, 0.38
1112, 0.23
1113, 0.23
1114, 0.42
1115, 0.24
1116, 0.42
1117, 0.17
1118, 0.44
1119, 0.24
1120, 0.44
1121, 0.24
1122, 0.23
1123, 0.24
1124, 0.33
1125, 0.63
1126, 0.17
1127, 0.24
1128, 0.37
1129, 0.51
1130, 0.63
1131, 0.26
1132, 0.17
1133, 0.33
1134, 0.41
1135, 0.51
1136, 0.23
1137, 0.63
1138, 0.36
1139, 0.23
1140, 0.33
1141, 0.57
1142, 0.33
1143, 0.50
1144, 0.04
1145, 0.20
1146, 0.23
1147, 0.21
1148, 0.35
1149, 0.20
1150, 0.57
1151, 0.36
1152, 0.33
1153, 0.23
1154, 0.57
1155, 0.35
1156, 0.44
1157, 0.35
1158, 0.44
1159, 0.37
1160, 0.33
1161, 0.38
1162, 0.21
1163, 0.46
1164, 0.21
1165, 0.23
1166, 0.52
1167, 0.17
1168, 0.05
1169, 0.24
1170, 0.24
1171, 0.68
1172, 0.80
1173, 0.38
1174, 0.41
1175, 0.51
1176, 0.94
1177, 0.33
1178, 0.26
1179, 0.24
1180, 0.80
1181, 0.24
1182, 0.23
1183, 0.80
1184, 0.66
1185, 0.39
1186, 0.23
1187, 0.24
1188, 0.41
1189, 0.24
1190, 0.36
1191, 0.33
1192, 0.29
1193, 0.01
1194, 0.15
1195, 0.37
1196, 0.23
1197, 0.44
1198, 0.15
1199, 0.66
1200, 0.24
1201, 0.63
1202, 0.23
1203, 0.35
1204, 0.55
1205, 0.02
1206, 0.24
1207, 0.36
1208, 0.24
1209, 0.33
1210, 0.17
1211, 0.66
1212, 0.21
1213, 0.23
1214, 0.44
1215, 0.26
1216, 0.24
1217, 0.17
1218, 0.24
1219, 0.35
1220, 0.23
1221, 0.08
1222, 0.24
1223, 0.37
1224, 0.24
1225, 0.33
1226, 0.26
1227, 0.51
1228, 0.68
1229, 0.44
1230, 0.24
1231, 0.80
1232, 0.08
1233, 0.23
1234, 0.36
1235, 0.24
1236, 0.39
1237, 0.38
1238, 0.35
1239, 0.50
1240, 0.03
1241, 0.36
1242, 0.80
1243, 0.44
1244, 0.23
1245, 0.24
1246, 0.17
1247, 0.42
1248, 0.26
1249, 0.38
1250, 0.42
1251, 0.90
1252, 0.23
1253, 0.23
1254, 0.19
1255, 0.33
1256, 0.21
1257, 0.24
1258, 0.36
1259, 0.55
1260, 0.66
1261, 0.63
1262, 0.22
1263, 0.50
1264, 0.41
1265, 0.23
1266, 0.24
1267, 0.44
1268, 0.97
1269, 0.24
1270, 0.66
1271, 0.21
1272, 0.94
1273, 0.37
1274, 0.42
1275, 0.50
1276, 0.38
1277, 0.36
1278, 0.63
1279, 0.36
1280, 0.33
1281, 0.24
1282, 0.80
1283, 0.20
1284, 0.17
1285, 0.37
1286, 0.24
1287, 0.80
1288, 0.35
1289, 0.23
1290, 0.80
1291, 0.35
1292, 0.36
1293, 0.80
1294, 0.41
1295, 0.36
1296, 0.24
1297, 0.44
1298, 0.45
1299, 0.23
1300, 0.23
1301, 0.33
1302, 0.23
1303, 0.37
1304, 0.17
1305, 0.34
1306, 0.23
1307, 0.08
1308, 0.15
1309, 0.33
1310, 0.39
1311, 0.45
1312, 0.68
1313, 0.51
1314, 0.26
1315, 0.33
1316, 0.37
1317, 0.36
1318, 0.44
1319, 0.55
1320, 0.23
1321, 0.38
1322, 0.12
1323, 0.24
1324, 0.36
1325, 0.70
1326, 0.17
1327, 0.33
1328, 0.80
1329, 0.21
1330, 0.33
1331, 0.20
1332, 0.66
1333, 0.21
1334, 0.24
1335, 0.17
1336, 0.80
1337, 0.33
1338, 0.01
1339, 0.24
1340, 0.80
1341, 0.60
1342, 0.37
1343, 0.35
1344, 0.01
1345, 0.36
1346, 0.35
1347, 0.33
1348, 0.08
1349, 0.33
1350, 0.63
1351, 0.68
1352, 0.23
1353, 0.96
1354, 0.03
1355, 0.24
1356, 0.44
1357, 0.52
1358, 0.38
1359, 0.23
1360, 0.57
1361, 0.33
1362, 0.05
1363, 0.50
1364, 0.63
1365, 0.23
1366, 0.37
1367, 0.30
1368, 0.35
1369, 0.63
1370, 0.42
1371, 0.33
1372, 0.55
1373, 0.93
1374, 0.15
1375, 0.33
1376, 0.33
1377, 0.23
1378, 0.22
1379, 0.29
1380, 0.37
1381, 0.33
1382, 0.35
1383, 0.26
1384, 0.23
1385, 0.23
1386, 0.26
1387, 0.80
1388, 0.23
1389, 0.23
1390, 0.36
1391, 0.44
1392, 0.24
1393, 0.33
1394, 0.36
1395, 0.23
1396, 0.42
1397, 0.35
1398, 0.17
1399, 0.50
1400, 0.17
1401, 0.23
1402, 0.24
1403, 0.17
1404, 0.90
1405, 0.24
1406, 0.44
1407, 0.55
1408, 0.57
1409, 0.36
1410, 0.44
1411, 0.24
1412, 0.36
1413, 0.24
1414, 0.24
1415, 0.23
1416, 0.51
1417, 0.30
1418, 0.23
1419, 0.80
1420, 0.36
1421, 0.44
1422, 0.39
1423, 0.26
1424, 0.03
1425, 0.33
1426, 0.17
1427, 0.24
1428, 0.50
1429, 0.17
1430, 0.41
1431, 0.23
1432, 0.50
1433, 0.26
1434, 0.55
1435, 0.60
1436, 0.44
1437, 0.24
1438, 0.24
1439, 0.17
1440, 0.36
1441, 0.19
1442, 0.36
1443, 0.44
1444, 0.24
1445, 0.33
1446, 0.63
1447, 0.21
1448, 0.26
1449, 0.23
1450, 0.35
1451, 0.23
1452, 0.60
1453, 0.17
1454, 0.01
1455, 0.35
1456, 0.24
1457, 0.29
1458, 0.66
1459, 0.33
1460, 0.33
1461, 0.33
1462, 0.17
1463, 0.33
1464, 0.08
1465, 0.26
1466, 0.24
1467, 0.45
1468, 0.36
1469, 0.36
1470, 0.33
1471, 0.33
1472, 0.36
1473, 0.24
1474, 0.03
1475, 0.17
1476, 0.36
1477, 0.55
1478, 0.17
1479, 0.33
1480, 0.23
1481, 0.12
1482, 0.20
1483, 0.45
1484, 0.23
1485, 0.23
1486, 0.80
1487, 0.33
1488, 0.29
1489, 0.23
1490, 0.16
1491, 0.36
1492, 0.57
1493, 0.63
1494, 0.50
1495, 0.46
1496, 0.36
1497, 0.01
1498, 0.55
1499, 0.23
1500, 0.12
1501, 0.17
1502, 0.42
1503, 0.51
1504, 0.63
1505, 0.79
1506, 0.17
1507, 0.57
1508, 0.80
1509, 0.66
1510, 0.34
1511, 0.80
1512, 0.23
1513, 0.63
1514, 0.55
1515, 0.23
1516, 0.03
1517, 0.38
1518, 0.57
1519, 0.24
1520, 0.25
1521, 0.36
1522, 0.24
1523, 0.02
1524, 0.41
1525, 0.17
1526, 0.37
1527, 0.15
1528, 0.23
1529, 0.36
1530, 0.52
1531, 0.66
1532, 0.24
1533, 0.37
1534, 0.05
1535, 0.23
1536, 0.50
1537, 0.38
1538, 0.01
1539, 0.23
1540, 0.15
1541, 0.37
1542, 0.08
1543, 0.23
1544, 0.36
1545, 0.23
1546, 0.24
1547, 0.19
1548, 0.66
1549, 0.23
1550, 0.24
1551, 0.51
1552, 0.60
1553, 0.44
1554, 0.21
1555, 0.50
1556, 0.12
1557, 0.35
1558, 0.45
1559, 0.33
1560, 0.24
1561, 0.23
1562, 0.23
1563, 0.24
1564, 0.17
1565, 0.35
1566, 0.21
1567, 0.44
1568, 0.29
1569, 0.17
1570, 0.55
1571, 0.24
1572, 0.24
1573, 0.36
1574, 0.63
1575, 0.24
1576, 0.79
1577, 0.23
1578, 0.37
1579, 0.36
1580, 0.23
1581, 0.24
1582, 0.36
1583, 0.29
1584, 0.41
1585, 0.66
1586, 0.36
1587, 0.36
1588, 0.24
1589, 0.23
1590, 0.55
1591, 0.44
1592, 0.21
1593, 0.33
1594, 0.17
1595, 0.26
1596, 0.73
1597, 0.05
1598, 0.17
1599, 0.24
1600, 0.79
1601, 0.36
1602, 0.66
1603, 0.21
1604, 0.63
1605, 0.19
1606, 0.60
1607, 0.66
1608, 0.33
1609, 0.22
1610, 0.36
1611, 0.37
1612, 0.17
1613, 0.26
1614, 0.33
1615, 0.21
1616, 0.33
1617, 0.36
1618, 0.17
1619, 0.24
1620, 0.24
1621, 0.36
1622, 0.44
1623, 0.37
1624, 0.26
1625, 0.45
1626, 0.37
1627, 0.51
1628, 0.24
1629, 0.50
1630, 0.66
1631, 0.23
1632, 0.66
1633, 0.36
1634, 0.33
1635, 0.59
1636, 0.96
1637, 0.37
1638, 0.26
1639, 0.35
1640, 0.24
1641, 0.23
1642, 0.24
1643, 0.80
1644, 0.33
1645, 0.21
1646, 0.09
1647, 0.44
1648, 0.45
1649, 0.36
1650, 0.23
1651, 0.52
1652, 0.42
1653, 0.63
1654, 0.41
1655, 0.23
1656, 0.23
1657, 0.50
1658, 0.33
1659, 0.38
1660, 0.24
1661, 0.80
1662, 0.21
1663, 0.36
1664, 0.60
1665, 0.38
1666, 0.51
1667, 0.33
1668, 0.44
1669, 0.66
1670, 0.05
1671, 0.23
1672, 0.50
1673, 0.03
1674, 0.23
1675, 0.24
1676, 0.23
1677, 0.80
1678, 0.38
1679, 0.24
1680, 0.50
1681, 0.44
1682, 0.44
1683, 0.36
1684, 0.24
1685, 0.66
1686, 0.63
1687, 0.80
1688, 0.80
1689, 0.23
1690, 0.79
1691, 0.26
1692, 0.41
1693, 0.55
1694, 0.23
1695, 0.24
1696, 0.66
1697, 0.90
1698, 0.15
1699, 0.23
1700, 0.46
1701, 0.37
1702, 0.35
1703, 0.80
1704, 0.38
1705, 0.33
1706, 0.57
1707, 0.06
1708, 0.26
1709, 0.66
1710, 0.19
1711, 0.57
1712, 0.46
1713, 0.36
1714, 0.41
1715, 0.23
1716, 0.35
1717, 0.37
1718, 0.23
1719, 0.24
1720, 0.36
1721, 0.23
1722, 0.37
1723, 0.17
1724, 0.21
1725, 0.17
1726, 0.05
1727, 0.38
1728, 0.52
1729, 0.55
1730, 0.23
1731, 0.36
1732, 0.33
1733, 0.38
1734, 0.19
1735, 0.55
1736, 0.37
1737, 0.60
1738, 0.33
1739, 0.66
1740, 0.33
1741, 0.08
1742, 0.38
1743, 0.23
1744, 0.36
1745, 0.35
1746, 0.09
1747, 0.17
1748, 0.36
1749, 0.36
1750, 0.42
1751, 0.33
1752, 0.24
1753, 0.26
1754, 0.16
1755, 0.41
1756, 0.36
1757, 0.46
1758, 0.90
1759, 0.44
1760, 0.26
1761, 0.33
1762, 0.35
1763, 0.51
1764, 0.24
1765, 0.55
1766, 0.38
1767, 0.63
1768, 0.38
1769, 0.86
1770, 0.50
1771, 0.38
1772, 0.37
1773, 0.66
1774, 0.20
1775, 0.23
1776, 0.24
1777, 0.37
1778, 0.42
1779, 0.17
1780, 0.23
1781, 0.38
1782, 0.37
1783, 0.24
1784, 0.23
1785, 0.42
1786, 0.17
1787, 0.26
1788, 0.01
1789, 0.24
1790, 0.17
1791, 0.23
1792, 0.36
1793, 0.24
1794, 0.90
1795, 0.34
1796, 0.59
1797, 0.90
1798, 0.33
1799, 0.17
1800, 0.80
1801, 0.66
1802, 0.55
1803, 0.39
1804, 0.42
1805, 0.05
1806, 0.42
1807, 0.66
1808, 0.23
1809, 0.37
1810, 0.33
1811, 0.23
1812, 0.88
1813, 0.21
1814, 0.24
1815, 0.23
1816, 0.22
1817, 0.52
1818, 0.24
1819, 0.42
1820, 0.44
1821, 0.37
1822, 0.17
1823, 0.63
1824, 0.12
1825, 0.23
1826, 0.38
1827, 0.24
1828, 0.24
1829, 0.24
1830, 0.24
1831, 0.24
1832, 0.42
1833, 0.59
1834, 0.17
1835, 0.35
1836, 0.35
1837, 0.23
1838, 0.23
1839, 0.26
1840, 0.37
1841, 0.38
1842, 0.23
1843, 0.23
1844, 0.42
1845, 0.17
1846, 0.60
1847, 0.37
1848, 0.24
1849, 0.17
1850, 0.45
1851, 0.46
1852, 0.39
1853, 0.26
1854, 0.24
1855, 0.17
1856, 0.24
1857, 0.23
1858, 0.03
1859, 0.23
1860, 0.25
1861, 0.19
1862, 0.57
1863, 0.01
1864, 0.19
1865, 0.42
1866, 0.23
1867, 0.26
1868, 0.37
1869, 0.33
1870, 0.15
1871, 0.23
1872, 0.50
